url,playlistName,saves,playlistOwnerProfile,playlistOwner
https://open.spotify.com/playlist/0apWeXztOvWB39oOjzvKfq,2000s BANGERS,"13,825 saves",https://open.spotify.com/user/janblackwood,janblackwood
https://open.spotify.com/playlist/0jdvgLlq1Eic006mSKhJb1,the cuntiest songs,"44,138 saves",https://open.spotify.com/user/unkhr10row4hznzsl8k2goww1,gianna
https://open.spotify.com/playlist/37i9dQZF1DWWp9JrEQN7W1,Getting Ready 💋,"280,299 saves",https://open.spotify.com/user/spotify,Spotify
https://open.spotify.com/playlist/1YQ6jYZOhsZtVgMqypNdWz,Centil is a must. 💅🏻,"21,745 saves",https://open.spotify.com/user/q6tma6wxt5ef6vdet44b5fnfo,melofm
https://open.spotify.com/playlist/2rdU1yTUUuT2Xot1HzSHev,Ultimate 90s/00s Hip Hop & RnB,"44,798 saves",https://open.spotify.com/user/1128642961,Tobias Warnecke
https://open.spotify.com/playlist/43JPgZcpj5QXRvaXMILUre,Black das Antigas 💥 Só As Melhores,"5,850 saves",https://open.spotify.com/user/daniniel13,Daniel Marin
https://open.spotify.com/playlist/3Wjqfids3NtYuMgPAJoau8,Hot🔞🔥,"61,628 saves",https://open.spotify.com/user/31xoqyihcsiousc5r6mxdx7ancyu,chiccarelli
https://open.spotify.com/playlist/3tPGC9i5IZOMcSp5BFsvZV,actual cunty songs,"5,153 saves",https://open.spotify.com/user/72xxpx1bmb3sbz42wxlzwq1aw,..
https://open.spotify.com/playlist/7s17jTD83GgeKajAMogIen,R&B Throwbacks 90s & 00s,"158,518 saves",https://open.spotify.com/user/12145397198,Hudson Helms
https://open.spotify.com/playlist/4RBnT4AQaXKZRlf0ot46rG,Clean work Hiphop /RnB,"6,928 saves",https://open.spotify.com/user/carolinaben23,Zaywop22
https://open.spotify.com/playlist/6SqMr336DZpbcdZ6jK1JgB,2000's Hip Hop Bangers,"6,864 saves",https://open.spotify.com/user/31uybs2uikwnbhhyukou7lssoyqu,Jairo Jimenez
https://open.spotify.com/playlist/0EkZkx6cszrd9c6TBZeICz,Bad Bitch Energy 💅,"321,345 saves",https://open.spotify.com/user/biels09,Stormy Chocada
https://open.spotify.com/playlist/3NP0xGr6G3ah05np9ZslEg,90’s - 2000’s throwbacks 🦋,"117,507 saves""url,playlistName,saves
https://open.spotify.com/playlist/37i9dQZF1DZ06evO197W3C,This Is Ne-Yo,""301,507 saves",https://open.spotify.com/user/vazquezmichelle0012,shelllsss
https://open.spotify.com/playlist/4h9dvquufDVDyGuYRHeu73,2000 R&B Hits - Top R&B 2000s Songs (R&B 00s Popular Songs),"226,152 saves",https://open.spotify.com/user/31kooaty35jze4hdihc64m32j6b4,Redlist - Top Tracks
https://open.spotify.com/playlist/6eEqK9b0XlNoT98dIAJVpH,Ne-Yo Greatest Hits Best Of,"19,213 saves",https://open.spotify.com/user/j.frisch,Jörg Frisch
https://open.spotify.com/playlist/37i9dQZF1DZ06evO0sQwP6,This Is Pitbull,"484,645 saves",https://open.spotify.com/user/spotify,Spotify
https://open.spotify.com/playlist/1Ovmq0mAjbzAtfN0EFf249,"Neyo, Usher, Chris Brown, Sisqo, Craig David, Mario, Nelly, Akon PL","96,878 saves",https://open.spotify.com/user/1110350782,💅🏿 MoNique 💅🏿
https://open.spotify.com/playlist/2VdPwVMqEGb6dwQVRlC88L,White girl bangers 💃💅🕺💦🪩💄,"95,654 saves",https://open.spotify.com/user/a82mb2vilkl9gdit0djha60qd,Fake Lenny
https://open.spotify.com/playlist/6tNpXRg6dZv9TWzQ9TFtXy,Ne-Yo- antigas,"17,108 saves",https://open.spotify.com/user/sarawirz,sarawirz
https://open.spotify.com/playlist/37i9dQZF1DXd1MXcE8WTXq,Summer Throwbacks,"798,765 saves",https://open.spotify.com/user/spotify,Spotify
https://open.spotify.com/playlist/5xS3Gi0fA3Uo6RScucyct6,Party Songs 🥳 2010-2024 Hits 🎉,"847,166 saves",https://open.spotify.com/user/0nigkw5to60vo8y7dl2n9o79u,Julia Michaels
https://open.spotify.com/playlist/37i9dQZF1DX1ngEVM0lKrb,Pop Internacional 2024,"673,964 saves",https://open.spotify.com/user/spotify,Spotify
https://open.spotify.com/playlist/76MuWc140iE4F1M07XTjuH,2000s R&B Love Songs,"175,949 saves",https://open.spotify.com/user/12142901212,Tam Hoffman-Levy
https://open.spotify.com/playlist/0PIRwrzg2iB3lr8NTj7Ey1,Pitbull Best Hits,"37,671 saves",https://open.spotify.com/user/kskater099,kskater099
https://open.spotify.com/playlist/64REry0xK4em39VH5OkwFk,MÚSICA PARA HACER EJERCICIO 2024 /Movida 🚨🏋🏽‍♀️🚨,"81,472 saves",https://open.spotify.com/user/lzwppccmnd7ulm5cyarqdza74,Jay Nex Music 🎶
https://open.spotify.com/playlist/37i9dQZF1DX2KwEtNSejGe,pop songs we can all scream,"584,542 saves",https://open.spotify.com/user/spotify,Spotify
https://open.spotify.com/playlist/37i9dQZF1DX8685vIIepKh,Garde la pêche !,"739,183 saves",https://open.spotify.com/user/spotify,Spotify
https://open.spotify.com/playlist/6bEROAbiDIF8CyvLujjy2J,Ne-Yo - Champagne & Roses Tour Setlist 2024,"3,338 saves",https://open.spotify.com/user/nnmtllkh38wptyfkpf91yty0w,A.Dess
https://open.spotify.com/playlist/5XqZ2d63EIiiU17DOGfouA,2010-2017 throwbacks 💛,"280,077 saves",https://open.spotify.com/user/3gr3d86mz6ppgb0fjpjyluc69,Steph
https://open.spotify.com/playlist/6j4w1woXd7xzGCNQoKrpY9,2000s Pop Hit Throwback,"145,125 saves",https://open.spotify.com/user/jackhlee,Jackhlee
https://open.spotify.com/playlist/2rP7cjH0aGECdyRWyK3PcC,BLACK ANTIGOS 2000'S | SÓ OS MELHORES 💎,"42,283 saves",https://open.spotify.com/user/sandrohiroshi,Sandro Hiroshi
https://open.spotify.com/playlist/7ivXaN4XVG1yYsFpD2bdKV,white girl music for the boys 🗣️🦅,"284,474 saves",https://open.spotify.com/user/214e3krhix7ym6ggfkldhzghi,Not4Every1
https://open.spotify.com/playlist/30gn8ySmwojqKobgWVeXKb,summer vibes🏖🧃,"120,917 saves",https://open.spotify.com/user/3rp07a31n95q2lbc8jatguws7,santu
https://open.spotify.com/playlist/77HeM0AnjWAnX9m2xJC9R1,2008 | 2009 | 2010 - Internacionais,"8,850 saves",https://open.spotify.com/user/222gy7kdvo3affzzrhhuaxyiy,Luana Ribeiro
https://open.spotify.com/playlist/1udqwx26htiKljZx4HwVxs,2000s Throwbacks (Top 100 Hits),"760,073 saves",https://open.spotify.com/user/312avoycbyo353bvbqm2mpdnghjy,Unplugged
https://open.spotify.com/playlist/39nFCFRtOYIRkfx0hggGHa,MÚSICA 🎵 ELECTRÓNICA 👽 PUROS EXITOS 😎,"85,744 saves",https://open.spotify.com/user/31j4vhvcxxohdei4gcvcgxbnn7zu,Poncho .CRTS 😈
https://open.spotify.com/playlist/37i9dQZF1DXcx1szy2g67M,Summer 2024,"617,690 saves",https://open.spotify.com/user/spotify,Spotify
https://open.spotify.com/playlist/15sZyUgStYmvzm3QfdVDIp,2000s-2010s Bangers 🍭 Throwback Party!,"411,396 saves",https://open.spotify.com/user/gianspotify85,gians85
https://open.spotify.com/playlist/4canQPWF4l6OdGq6fq94WM,Top 100 Running Songs,"160,282 saves",https://open.spotify.com/user/bryce.jones98,kawaiimeli 💕
https://open.spotify.com/playlist/7s17jTD83GgeKajAMogIen,R&B Throwbacks 90s & 00s,"158,519 saves",https://open.spotify.com/user/12145397198,Hudson Helms
https://open.spotify.com/playlist/37i9dQZF1DWYp5sAHdz27Y,Gym 2024,"906,070 saves",https://open.spotify.com/user/spotify,Spotify
https://open.spotify.com/playlist/2bURuPW4aE7OjrS3ih9w8x,R&B Clean - Safe for Work,"5,419 saves",https://open.spotify.com/user/fl6foifgjgszu1glioo0jsp9o,Team
https://open.spotify.com/playlist/2LRI0eby0PCXTV8A5OJy6q,NEYO / BRUNO MARS / MAROON 5 / JASON MRAZ,"13,364 saves",https://open.spotify.com/user/12161302621,Marilyn Abejuela-Loyola
https://open.spotify.com/playlist/6kthdfbq97PF7JpANEZgrM,HIP HOP DAS ANTIGAS // AS MAIS ESCUTADAS DOS ANOS 2000 🔥🎼,"65,131 saves",https://open.spotify.com/user/31p3f5eizbzbonjak76phkoaxieq,Erick musico
https://open.spotify.com/playlist/6aaVROu7miq0Lj6HSe1hkL,"NEYO, AKON, USHER,IYAZ, CHRIS BROWN, SEAN KINGSTON, JASON DERULO, JAY SEAN, SOULJA BOY AND ETC","15,031 saves",https://open.spotify.com/user/b48g8mrvoq2a5oq7ex2wt1krx,brachy_4
https://open.spotify.com/playlist/37i9dQZF1DXd0DyosUBZQ7,00s Love Songs,"618,816 saves",https://open.spotify.com/user/spotify,Spotify
https://open.spotify.com/playlist/7LyPXVdCkCvUDoyh5fI7Dh,ÉXITOS DEL POP EN INGLÉS 🎤,"24,142 saves""url,playlistName,saves
https://open.spotify.com/playlist/1udqwx26htiKljZx4HwVxs,2000s Throwbacks (Top 100 Hits),""760,073 saves",https://open.spotify.com/user/nn6ythyr64i9ikit0c3ija2qg,Exitos En Ingles
https://open.spotify.com/playlist/37i9dQZF1DZ06evO1BKoEM,This Is Ciara,"104,139 saves",https://open.spotify.com/user/spotify,Spotify
https://open.spotify.com/playlist/3a9yodm1vqcU6JULLBeZeA,RnB 2000s (greatest hits),"42,848 saves",https://open.spotify.com/user/rich-spanning-time,Rich-Spanning-Time
https://open.spotify.com/playlist/2T3BSpqN34Z4sppHDNWoeE,"R&B Classics 90s & 2000s - Best Old School RnB Hits Playlist - Usher, Chris Brown, Ne-Yo, Mario","367,922 saves",https://open.spotify.com/user/savz8vts72hqdy7von3mqc29g,Esydia
https://open.spotify.com/playlist/37i9dQZF1DWTUHzPOW6Jl7,Energy Booster: R&B,"641,211 saves",https://open.spotify.com/user/spotify,Spotify
https://open.spotify.com/playlist/2rP7cjH0aGECdyRWyK3PcC,BLACK ANTIGOS 2000'S | SÓ OS MELHORES 💎,"42,283 saves",https://open.spotify.com/user/sandrohiroshi,Sandro Hiroshi
https://open.spotify.com/playlist/37i9dQZF1DX8hWqjqX0qpu,This Is XG,"111,942 saves",https://open.spotify.com/user/spotify,Spotify
https://open.spotify.com/playlist/52uT9ax72xlZ6mztpkLmEJ,2000s throwbacks ⋆☆ y2k party,"19,148 saves",https://open.spotify.com/user/1270212500,@ashleyjohnsonn
https://open.spotify.com/playlist/4GZT3MbZ4IwjtIxKuYerfu,Throwback Bangers (2000s),"280,018 saves",https://open.spotify.com/user/75i1ollvn1zu325iu41euj9bx,WIRED AU
https://open.spotify.com/playlist/4TvVpoyxF9kmnu1GLikiQp,clubbing like it's the 2000's,"85,632 saves",https://open.spotify.com/user/0v18m5rzsdub5pujpnmuh56ij,kass !!
https://open.spotify.com/playlist/008G1BbvK1NQvbAV8MHvDz,,"315,207 saves",,undefined
https://open.spotify.com/playlist/5ZQHZt1vF1UmVSQ7XLxObj,BEST OF CIARA 💖,"3,199 saves",https://open.spotify.com/user/1221905567,That Girl Neef ♑︎
https://open.spotify.com/playlist/3SsPWyQnAh1ccWEXZPYaCY,R&B 2024 - Best R&B Songs Playlist (RNB Music 2024),"38,052 saves",https://open.spotify.com/user/redmusiccompany,redmusiccompany
https://open.spotify.com/playlist/7kPPwcLvMqJT9iaVG8z2bv,2000s R&B & Hip-Hop Playlist,"285,171 saves",https://open.spotify.com/user/ricoo97,Miranda Sullivan
https://open.spotify.com/playlist/5aymXYoCeoJmHskS8ePUL3,TikTok Philippines 2024 Sept🐥Tiktok Dance Challenge,"18,325 saves",https://open.spotify.com/user/313l5lmpnwqwtfbt2flq4vllmt3y,Seth Beat's
https://open.spotify.com/playlist/37i9dQZF1DX2hNQN2Fv6Cy,R&B Classics Party,"111,251 saves",https://open.spotify.com/user/spotify,Spotify
https://open.spotify.com/playlist/37i9dQZF1DX1wNY9tfWQsS,Women of R&B,"592,309 saves",https://open.spotify.com/user/spotify,Spotify
https://open.spotify.com/playlist/3o8Z61jXBA0mt2M3jdVEnh,"Hip Hop, Rap & RnB 2000s Old School Mix","25,820 saves",https://open.spotify.com/user/tacilamarques,Bella Marques
https://open.spotify.com/playlist/6SqMr336DZpbcdZ6jK1JgB,2000's Hip Hop Bangers,"6,865 saves",https://open.spotify.com/user/31uybs2uikwnbhhyukou7lssoyqu,Jairo Jimenez
https://open.spotify.com/playlist/5zCdhPJHI9kgYsgkSBEWT0,best rnb playlist,"87,166 saves",https://open.spotify.com/user/31nxtyxslnrazlvbwzrkjhn3zspa,Travnextdoor
https://open.spotify.com/playlist/2rKxqZEf3zcoateybTiJDn,50 Best Workout Songs That Will Have You *Actually* Breaking a Sweat,"18,590 saves",https://open.spotify.com/user/purewow,PureWow
https://open.spotify.com/playlist/7s17jTD83GgeKajAMogIen,R&B Throwbacks 90s & 00s,"158,519 saves",https://open.spotify.com/user/12145397198,Hudson Helms
https://open.spotify.com/playlist/0dMexqq0XIWS3QJ74z3ZhD,Hip Hop 2000s Music - Best Hip Hop Hits of the 00s Playlist (Top Hip Hop Songs from 2000 to 2009),"67,955 saves",https://open.spotify.com/user/7bntwjdswpqhrnqr0gssydbd0,Redlist Playlists
https://open.spotify.com/playlist/37i9dQZF1DZ06evO1Za1Q4,This Is 50 Cent,"629,268 saves",https://open.spotify.com/user/spotify,Spotify
https://open.spotify.com/playlist/6kthdfbq97PF7JpANEZgrM,HIP HOP DAS ANTIGAS // AS MAIS ESCUTADAS DOS ANOS 2000 🔥🎼,"65,133 saves",https://open.spotify.com/user/31p3f5eizbzbonjak76phkoaxieq,Erick musico
https://open.spotify.com/playlist/53de74DF2w6n4hPfVcGN6O,90er/2000er HipHop/RnB 👄💅🏼 PARTY,"5,683 saves",https://open.spotify.com/user/mrtommiii,Tom MI
https://open.spotify.com/playlist/37i9dQZF1DWWMspFGyueT1,Top Vídeos Anos 2000,"14,889 saves",https://open.spotify.com/user/spotify,Spotify
https://open.spotify.com/playlist/37i9dQZF1DZ06evO1rPgfC,This Is Missy Elliott,"109,985 saves",https://open.spotify.com/user/spotify,Spotify
https://open.spotify.com/playlist/37i9dQZF1DX9VqxLqwPHz2,Make Moves,"70,480 saves",https://open.spotify.com/user/spotify,Spotify
https://open.spotify.com/playlist/37i9dQZF1DWWWvWJNPeyJE,Sexy R&B,"313,657 saves",https://open.spotify.com/user/spotify,Spotify
https://open.spotify.com/playlist/37i9dQZF1DWX9mGYsaqc7V,Slow Jamz,"430,934 saves",https://open.spotify.com/user/spotify,Spotify
https://open.spotify.com/playlist/37i9dQZF1DXa56nCfFVHm7,R&B Workout,"64,203 saves""url,playlistName,saves
https://open.spotify.com/playlist/6YzLxE7f5nIZkisfsNMhyN,Missy elliott greatest hits,""9,260 saves",https://open.spotify.com/user/spotify,Spotify
https://open.spotify.com/playlist/4TvVpoyxF9kmnu1GLikiQp,clubbing like it's the 2000's,"85,632 saves",https://open.spotify.com/user/0v18m5rzsdub5pujpnmuh56ij,kass !!
https://open.spotify.com/playlist/0dMexqq0XIWS3QJ74z3ZhD,Hip Hop 2000s Music - Best Hip Hop Hits of the 00s Playlist (Top Hip Hop Songs from 2000 to 2009),"67,955 saves",https://open.spotify.com/user/7bntwjdswpqhrnqr0gssydbd0,Redlist Playlists
https://open.spotify.com/playlist/2T3BSpqN34Z4sppHDNWoeE,"R&B Classics 90s & 2000s - Best Old School RnB Hits Playlist - Usher, Chris Brown, Ne-Yo, Mario","367,927 saves",https://open.spotify.com/user/savz8vts72hqdy7von3mqc29g,Esydia
https://open.spotify.com/playlist/2FxUfeTn735Gi1gsExDYHS,2000s GIRLY BANGERZ 🎀,"70,414 saves",https://open.spotify.com/user/niharika.sonavane,Niharika
https://open.spotify.com/playlist/37i9dQZF1DX1lHW2vbQwNN,2000s Hip-Hop,"342,720 saves",https://open.spotify.com/user/spotify,Spotify
https://open.spotify.com/playlist/37i9dQZF1DXbkfWVLd8wE3,Hip-Hop Classics Party,"223,301 saves",https://open.spotify.com/user/spotify,Spotify
https://open.spotify.com/playlist/2LGmNuz7V96ah9hSNzlu1i,RUNNER GIRL JAMS👟🏃‍♀️🎧🔥,"14,592 saves",https://open.spotify.com/user/moferrall628,MAGGIE O
https://open.spotify.com/playlist/37i9dQZF1DZ06evO36pSwM,This Is Skrillex,"497,232 saves",https://open.spotify.com/user/spotify,Spotify
https://open.spotify.com/playlist/37i9dQZF1DX9iGsUcr0Bpa,Door Knockers,"371,802 saves",https://open.spotify.com/user/spotify,Spotify
https://open.spotify.com/playlist/37i9dQZF1DX2hNQN2Fv6Cy,R&B Classics Party,"111,251 saves",https://open.spotify.com/user/spotify,Spotify
https://open.spotify.com/playlist/52uT9ax72xlZ6mztpkLmEJ,2000s throwbacks ⋆☆ y2k party,"19,148 saves",https://open.spotify.com/user/1270212500,@ashleyjohnsonn
https://open.spotify.com/playlist/0qMVHggT7vBXaejPgUTbxA,The Greatest Showman Full Playlist,"57,383 saves",https://open.spotify.com/user/ebartholomew37,ebartholomew37
https://open.spotify.com/playlist/2rKxqZEf3zcoateybTiJDn,50 Best Workout Songs That Will Have You *Actually* Breaking a Sweat,"18,590 saves",https://open.spotify.com/user/purewow,PureWow
https://open.spotify.com/playlist/3a9yodm1vqcU6JULLBeZeA,RnB 2000s (greatest hits),"42,848 saves",https://open.spotify.com/user/rich-spanning-time,Rich-Spanning-Time
https://open.spotify.com/playlist/2BDxSjCOejZv21uXdIJpME,2000s 💋💗,"64,446 saves",https://open.spotify.com/user/samfuller178,sam
https://open.spotify.com/playlist/13YDWMOgGy2xUwhEDxc9NE,RnB 90s-00s - Old School RnB,"254,746 saves",https://open.spotify.com/user/0hzl2lhqimijoy7ry8t3brf74,Pavle's Playlist Trading
https://open.spotify.com/playlist/6zQJOJXq2e3CEdSUr7FZTF,Missy Elliott Out of this world the experience tour 24,"1,274 saves",https://open.spotify.com/user/31uxc6bixdmk3ey4yagjb22bnp4i,Williamburbri
https://open.spotify.com/playlist/6SqMr336DZpbcdZ6jK1JgB,2000's Hip Hop Bangers,"6,865 saves",https://open.spotify.com/user/31uybs2uikwnbhhyukou7lssoyqu,Jairo Jimenez
https://open.spotify.com/playlist/3o8Z61jXBA0mt2M3jdVEnh,"Hip Hop, Rap & RnB 2000s Old School Mix","25,820 saves",https://open.spotify.com/user/tacilamarques,Bella Marques
https://open.spotify.com/playlist/53de74DF2w6n4hPfVcGN6O,90er/2000er HipHop/RnB 👄💅🏼 PARTY,"5,683 saves",https://open.spotify.com/user/mrtommiii,Tom MI
https://open.spotify.com/playlist/37i9dQZF1DXacPj7eARo6k,Années 2000,"590,001 saves",https://open.spotify.com/user/spotify,Spotify
https://open.spotify.com/playlist/37i9dQZF1DX62HvDmsP7Md,,"156,314 saves",,undefined
https://open.spotify.com/playlist/7kDu9iHXJpPJiu4mJeFRDS,RNB Fridays,"18,007 saves",https://open.spotify.com/user/31chhfmigdbqilv4bpfd6gojmk3e,Julian Aloisi
https://open.spotify.com/playlist/37i9dQZF1DXd4bJEFQJTXh,Family Movie Hits,"176,148 saves",https://open.spotify.com/user/spotify,Spotify
https://open.spotify.com/playlist/37i9dQZF1DZ06evO1KAa52,This Is Justin Timberlake,"637,107 saves",https://open.spotify.com/user/spotify,Spotify
https://open.spotify.com/playlist/37i9dQZF1DWTDafB3skWPN,Feeling Accomplished,"904,981 saves",https://open.spotify.com/user/spotify,Spotify
https://open.spotify.com/playlist/37i9dQZF1DZ06evO0AfKuY,This Is Fatman Scoop,"5,286 saves",https://open.spotify.com/user/spotify,Spotify
https://open.spotify.com/playlist/37i9dQZF1DWTUHzPOW6Jl7,Energy Booster: R&B,"641,211 saves""url,playlistName,saves
https://open.spotify.com/playlist/37i9dQZF1DWSXn51Tv3nWo,Trolls Official Playlist,""229,986 saves",https://open.spotify.com/user/spotify,Spotify
https://open.spotify.com/playlist/1S2nI6m7OnXcNinAjuJfL3,"Trolls 1,2,&3","38,534 saves",https://open.spotify.com/user/31dkflexvdfg4x4cdq4iuifsvlem,Jessica
https://open.spotify.com/playlist/25EFSNniWuNlNLXeSHwtFy,Justin Timberlake The Forget Tomorrow World Tour Setlist,"10,755 saves",https://open.spotify.com/user/31h26yyvqjvtd6ykuohjpwzv4uqy,setlist_fm
https://open.spotify.com/playlist/1tgJ7wyDcpBnEDCT9APZKD,Justin Timberlake: Best Songs,"11,746 saves",https://open.spotify.com/user/11181446986,Aaron Moen
https://open.spotify.com/playlist/1udqwx26htiKljZx4HwVxs,2000s Throwbacks (Top 100 Hits),"760,075 saves",https://open.spotify.com/user/312avoycbyo353bvbqm2mpdnghjy,Unplugged
https://open.spotify.com/playlist/7hUJ36VL8T13Ck2k7jAZVP,Justin Timberlake – Everything I Thought It Was,"234,327 saves",https://open.spotify.com/user/officialjt,Justin Timberlake
https://open.spotify.com/playlist/5Q38yAw7X5eNr7FjFmgye7,Trolls 3,"18,200 saves",https://open.spotify.com/user/julio_yamaguchi,julio_yamaguchi
https://open.spotify.com/playlist/37i9dQZF1DXd1MXcE8WTXq,Summer Throwbacks,"798,770 saves",https://open.spotify.com/user/spotify,Spotify
https://open.spotify.com/playlist/34RVzpAuuW3acabe4GWLnQ,The Forget Tomorrow World Tour • Justin Timberlake,"5,356 saves",https://open.spotify.com/user/villafreitas,Vinícius Vila Nova
https://open.spotify.com/playlist/4h9dvquufDVDyGuYRHeu73,2000 R&B Hits - Top R&B 2000s Songs (R&B 00s Popular Songs),"226,161 saves",https://open.spotify.com/user/31kooaty35jze4hdihc64m32j6b4,Redlist - Top Tracks
https://open.spotify.com/playlist/37i9dQZF1DX1ngEVM0lKrb,Pop Internacional 2024,"673,968 saves",https://open.spotify.com/user/spotify,Spotify
https://open.spotify.com/playlist/7Etlxf8vpkC64j0oc6QwqA,All trolls songs,"4,720 saves",https://open.spotify.com/user/nldk69d2e4oj7bjfmc3jhhqbk,Milena🗿
https://open.spotify.com/playlist/3a9yodm1vqcU6JULLBeZeA,RnB 2000s (greatest hits),"42,849 saves",https://open.spotify.com/user/rich-spanning-time,Rich-Spanning-Time
https://open.spotify.com/playlist/4fY2dNauARJF9TsNraUHIF,Trolls 3 Soundtrack (Original Motion Picture Soundtrack) Radio,"29,143 saves",https://open.spotify.com/user/qrdhybl0o8gnlvyy9djg5waw7,Clean Music
https://open.spotify.com/playlist/72FdsweCiOlp4BXdRrUq58,Pop Inglés 🌼 (2024 & 2020s & 2010s) Música En Inglés 2010s Hits,"366,395 saves",https://open.spotify.com/user/mejoresplaylistsspotify,Filtr Éxitos
https://open.spotify.com/playlist/37i9dQZF1DXd4bJEFQJTXh,Family Movie Hits,"176,148 saves",https://open.spotify.com/user/spotify,Spotify
https://open.spotify.com/playlist/4TvVpoyxF9kmnu1GLikiQp,clubbing like it's the 2000's,"85,637 saves",https://open.spotify.com/user/0v18m5rzsdub5pujpnmuh56ij,kass !!
https://open.spotify.com/playlist/2KrFd8Mm0D1j2FxBeZBsyx,Justin Timberlake Setlist 2024 USA,"6,728 saves",https://open.spotify.com/user/1236182222,Drake Dalton
https://open.spotify.com/playlist/4oqOgW8E2M3eLtjbhKoI7J,Brozone,"4,732 saves",https://open.spotify.com/user/k4tbiz4f53atzbmtw4banwqtz,Reuben
https://open.spotify.com/playlist/0DwMIe08ConDYxnNWbsYuy,Trolls 3 (Se armó la banda)😁,"4,489 saves",https://open.spotify.com/user/31fdgn2ext5f6htfy2uvomkacevy,Deconosida XD
https://open.spotify.com/playlist/2T3BSpqN34Z4sppHDNWoeE,"R&B Classics 90s & 2000s - Best Old School RnB Hits Playlist - Usher, Chris Brown, Ne-Yo, Mario","367,929 saves",https://open.spotify.com/user/savz8vts72hqdy7von3mqc29g,Esydia
https://open.spotify.com/playlist/37i9dQZF1DZ06evO2Vjk40,This Is Chris Stapleton,"637,055 saves",https://open.spotify.com/user/spotify,Spotify
https://open.spotify.com/playlist/1ynJ63k9UYnKQWH2Q0KMml,Children's songs 😊 Happy kids music,"131,099 saves",https://open.spotify.com/user/v7uy00hw2t3awt5hdpmkigaty,Fenrik The Hatboy
https://open.spotify.com/playlist/5xS3Gi0fA3Uo6RScucyct6,Party Songs 🥳 2010-2024 Hits 🎉,"847,169 saves",https://open.spotify.com/user/0nigkw5to60vo8y7dl2n9o79u,Julia Michaels
https://open.spotify.com/playlist/5ST9NIS6dPgMQiQvPsgxy1,JUSTIN TIMBERLAKE HITS🔴BEST OF,"3,671 saves",https://open.spotify.com/user/i1cjbkkvs0zuvngoc6j8ng070,Phil Manzini
https://open.spotify.com/playlist/1MRWSyewLckQ1WK9sOYAqa,*NSYNC Greatest Hits,"89,530 saves",https://open.spotify.com/user/legacyrecordings,Plugged In
https://open.spotify.com/playlist/2zbJeGFS5mINgyOQBtRUGC,Justin Timberlake as melhores,"4,672 saves",https://open.spotify.com/user/12143038977,ZIG
https://open.spotify.com/playlist/37i9dQZF1DZ06evO3WaVhe,This Is *NSYNC,"148,211 saves",https://open.spotify.com/user/spotify,Spotify
https://open.spotify.com/playlist/7GhawGpb43Ctkq3PRP1fOL,Happy Vibes 2024 ☀️,"165,458 saves",https://open.spotify.com/user/electropos%C3%A9,Electro Posé
https://open.spotify.com/playlist/6V0k5IOBDREDosWeSrVgnq,Trolls Soundtrack,"19,605 saves",https://open.spotify.com/user/o4f46iebim373y28tdz6kdam5,Low Fidelity
https://open.spotify.com/playlist/37i9dQZF1DWYp5sAHdz27Y,Gym 2024,"906,075 saves""url,playlistName,saves
https://open.spotify.com/playlist/7kPPwcLvMqJT9iaVG8z2bv,2000s R&B & Hip-Hop Playlist,""285,174 saves",https://open.spotify.com/user/spotify,Spotify
https://open.spotify.com/playlist/2T3BSpqN34Z4sppHDNWoeE,"R&B Classics 90s & 2000s - Best Old School RnB Hits Playlist - Usher, Chris Brown, Ne-Yo, Mario","367,929 saves",https://open.spotify.com/user/savz8vts72hqdy7von3mqc29g,Esydia
https://open.spotify.com/playlist/7s17jTD83GgeKajAMogIen,R&B Throwbacks 90s & 00s,"158,519 saves",https://open.spotify.com/user/12145397198,Hudson Helms
https://open.spotify.com/playlist/37i9dQZF1DXaPeYMCDRQeg,Love Language,"330,631 saves",https://open.spotify.com/user/spotify,Spotify
https://open.spotify.com/playlist/5YSWJV8CuC6a2KK2zArskA,Bedroom Playlist 2024 🔥,"398,073 saves",https://open.spotify.com/user/6dqvlqmclsvmfnkjtl3zfs4xj,Pixel Aesthetic
https://open.spotify.com/playlist/37i9dQZF1DZ06evO2ZpGiQ,This Is Lil Wayne,"435,256 saves",https://open.spotify.com/user/spotify,Spotify
https://open.spotify.com/playlist/37i9dQZF1DX0dzzKV3SZR0,Boo Thang <3,"306,577 saves",https://open.spotify.com/user/spotify,Spotify
https://open.spotify.com/playlist/3NJt9AdW0HpyPTe8WP5XRi,Bedroom jams 🥵😈💦,"121,554 saves",https://open.spotify.com/user/22djoercxe2fkt2elxgbao57i,Iamyach
https://open.spotify.com/playlist/37i9dQZF1DX2hNQN2Fv6Cy,R&B Classics Party,"111,252 saves",https://open.spotify.com/user/spotify,Spotify
https://open.spotify.com/playlist/3NP0xGr6G3ah05np9ZslEg,90’s - 2000’s throwbacks 🦋,"117,508 saves",https://open.spotify.com/user/vazquezmichelle0012,shelllsss
https://open.spotify.com/playlist/0U9UwN25NraeKI6eq8tgEW,genggeng pero expensive,"24,017 saves",https://open.spotify.com/user/31kigygpbfyfas5ir7nb54nl6wla,gf ni hanibanch
https://open.spotify.com/playlist/37i9dQZF1DZ06evO16tLRm,This Is Lloyd,"18,787 saves",https://open.spotify.com/user/spotify,Spotify
